bucket,DTE,n_days,IV,RV_trail,NT_pre,NT_pre_hit,VRP_post,VRP_hit,VRP_t
~7d,7,758,0.19447576999664307,0.2019423098074119,-0.006500256195253952,0.5343007915567283,-0.007173578219675542,0.5845539280958721,-1.8432368244586659
~30d,30,758,0.20456741750240326,0.2155221662935318,-0.0074426891559425876,0.5329815303430079,-0.01091813053842409,0.5714285714285714,-2.2425838429834055
~60d,60,366,0.21283401548862457,0.2171316400112657,-0.008062381320324137,0.5519125683060109,-0.004882398848241123,0.6320474777448071,-0.6504979470662037
~90d,90,381,0.21815888583660126,0.21275988836507254,-0.005201446589385951,0.6167979002624672,0.012761449049719502,0.6845238095238095,2.114330886271375
~180d,180,451,0.22344300150871277,0.19836570895806796,0.009519701839631096,0.5986696230598669,0.03430651294528654,0.6777777777777778,8.078504122967473
